vote_2020,gender,race_ethnicity,household_income,state,age,vote_trump
Donald Trump,female,White,"$150,000 to $199,999",texas,49,1
Joe Biden,male,White,"$50,000 to $99,999",ohio,60,0
Donald Trump,female,White,"Less than $49,999",oregon,67,1
Joe Biden,female,White,"Less than $49,999",ohio,51,0
Joe Biden,female,Some other race,"Less than $49,999",connecticut,28,0
Joe Biden,female,White,"Less than $49,999",south carolina,44,0
Joe Biden,male,Asian or Pacific Islander,"$100,000 to $149,999",california,48,0
Joe Biden,male,White,"$50,000 to $99,999",texas,40,0
Donald Trump,male,White,"Less than $49,999",california,56,1
Donald Trump,male,Some other race,"$50,000 to $99,999",florida,35,1
Donald Trump,male,White,"Less than $49,999",south dakota,40,1
Joe Biden,male,Asian or Pacific Islander,"$100,000 to $149,999",georgia,18,0
Joe Biden,male,White,"Less than $49,999",california,68,0
Joe Biden,female,"Black, or African American","Less than $49,999",georgia,73,0
Donald Trump,male,White,"Less than $49,999",texas,49,1
Joe Biden,male,White,"$50,000 to $99,999",michigan,72,0
Donald Trump,male,White,"$150,000 to $199,999",maryland,42,1
Joe Biden,male,"Black, or African American","$50,000 to $99,999",louisiana,49,0
Donald Trump,female,Some other race,"$150,000 to $199,999",california,33,1
Joe Biden,female,"Black, or African American","Less than $49,999",new jersey,59,0
Donald Trump,male,White,"Less than $49,999",utah,39,1
Joe Biden,male,White,"Less than $49,999",california,25,0
Donald Trump,male,White,"Less than $49,999",california,57,1
Donald Trump,male,White,"$100,000 to $149,999",tennessee,46,1
Donald Trump,female,White,"Less than $49,999",nevada,30,1
Donald Trump,male,White,"$50,000 to $99,999",kentucky,62,1
Donald Trump,female,White,"Less than $49,999",california,33,1
Joe Biden,male,"Black, or African American","$100,000 to $149,999",texas,53,0
Joe Biden,male,White,"$50,000 to $99,999",illinois,44,0
Donald Trump,male,White,"$200,000 and above",new york,38,1
Joe Biden,male,White,"Less than $49,999",new york,32,0
Donald Trump,male,White,"Less than $49,999",nevada,66,1
Donald Trump,male,White,"Less than $49,999",idaho,46,1
Donald Trump,male,White,"$50,000 to $99,999",georgia,35,1
Joe Biden,female,"Black, or African American","$50,000 to $99,999",georgia,35,0
Donald Trump,male,White,"Less than $49,999",colorado,53,1
Donald Trump,female,White,"Less than $49,999",oregon,52,1
Donald Trump,female,American Indian or Alaska Native,"$50,000 to $99,999",washington,65,1
Joe Biden,male,White,"$50,000 to $99,999",idaho,74,0
Joe Biden,male,White,"$200,000 and above",california,45,0
Joe Biden,female,Some other race,"$50,000 to $99,999",new york,24,0
Joe Biden,male,"Black, or African American","Less than $49,999",michigan,61,0
Donald Trump,male,White,"$100,000 to $149,999",florida,49,1
Donald Trump,male,White,"Less than $49,999",colorado,29,1
Donald Trump,male,White,"Less than $49,999",louisiana,30,1
Joe Biden,female,White,"Less than $49,999",texas,36,0
Joe Biden,male,White,"Less than $49,999",florida,20,0
Joe Biden,female,Asian or Pacific Islander,"$150,000 to $199,999",arizona,38,0
Donald Trump,female,"Black, or African American","$100,000 to $149,999",texas,20,1
Joe Biden,female,White,"$100,000 to $149,999",massachusetts,25,0
Joe Biden,male,White,"$50,000 to $99,999",washington,39,0
Donald Trump,male,White,"$100,000 to $149,999",new york,29,1
Donald Trump,male,White,"Less than $49,999",florida,55,1
Donald Trump,female,White,"Less than $49,999",mississippi,18,1
Joe Biden,female,"Black, or African American","$50,000 to $99,999",north carolina,52,0
Donald Trump,female,White,"Less than $49,999",texas,49,1
Donald Trump,female,White,"Less than $49,999",virginia,57,1
Joe Biden,female,White,"Less than $49,999",wisconsin,22,0
Donald Trump,male,White,"Less than $49,999",north carolina,57,1
Joe Biden,female,White,"Less than $49,999",texas,62,0
Joe Biden,female,White,"Less than $49,999",north carolina,31,0
Donald Trump,female,White,"Less than $49,999",ohio,76,1
Joe Biden,male,White,"Less than $49,999",utah,27,0
Joe Biden,female,Some other race,"$200,000 and above",mississippi,19,0
Donald Trump,male,White,"Less than $49,999",indiana,41,1
Joe Biden,female,White,"Less than $49,999",texas,27,0
Donald Trump,female,White,"$100,000 to $149,999",california,66,1
Donald Trump,male,Some other race,"$50,000 to $99,999",texas,40,1
Joe Biden,male,"Black, or African American","Less than $49,999",south carolina,43,0
Donald Trump,male,White,"$50,000 to $99,999",iowa,34,1
Donald Trump,male,White,"$50,000 to $99,999",florida,75,1
Joe Biden,female,Some other race,"Less than $49,999",california,28,0
Donald Trump,male,White,"Less than $49,999",pennsylvania,65,1
Donald Trump,female,White,"Less than $49,999",louisiana,40,1
Donald Trump,male,White,"Less than $49,999",virginia,36,1
Joe Biden,male,Some other race,"Less than $49,999",california,39,0
Donald Trump,female,White,"$50,000 to $99,999",minnesota,57,1
Joe Biden,male,White,"Less than $49,999",kentucky,49,0
Donald Trump,male,White,"Less than $49,999",massachusetts,47,1
Donald Trump,male,White,"Less than $49,999",texas,56,1
Donald Trump,male,Some other race,"$150,000 to $199,999",pennsylvania,51,1
Joe Biden,male,White,"Less than $49,999",south carolina,39,0
Donald Trump,male,White,"$200,000 and above",new york,40,1
Joe Biden,male,White,"$100,000 to $149,999",washington,40,0
Donald Trump,female,Some other race,"Less than $49,999",arkansas,31,1
Joe Biden,male,"Black, or African American","Less than $49,999",new york,69,0
Joe Biden,male,White,"$50,000 to $99,999",connecticut,67,0
Donald Trump,male,White,"$150,000 to $199,999",illinois,63,1
Joe Biden,male,White,"$100,000 to $149,999",virginia,73,0
Joe Biden,male,White,"$150,000 to $199,999",ohio,59,0
Joe Biden,female,"Black, or African American","Less than $49,999",maryland,48,0
Donald Trump,male,White,"$200,000 and above",texas,42,1
Donald Trump,male,White,"$100,000 to $149,999",arizona,50,1
Donald Trump,male,White,"$50,000 to $99,999",pennsylvania,53,1
Joe Biden,male,Some other race,"$100,000 to $149,999",tennessee,30,0
Joe Biden,male,White,"Less than $49,999",new york,36,0
Donald Trump,female,White,"Less than $49,999",west virginia,58,1
Joe Biden,male,Some other race,"$100,000 to $149,999",ohio,25,0
Joe Biden,female,White,"Less than $49,999",north carolina,64,0
Joe Biden,female,White,"Less than $49,999",pennsylvania,67,0
Donald Trump,female,White,"Less than $49,999",michigan,47,1
Joe Biden,female,White,"$50,000 to $99,999",north carolina,37,0
Joe Biden,female,White,"$100,000 to $149,999",tennessee,40,0
Joe Biden,male,White,"$150,000 to $199,999",florida,37,0
Donald Trump,female,White,"Less than $49,999",pennsylvania,74,1
Donald Trump,male,White,"$100,000 to $149,999",ohio,46,1
Joe Biden,female,White,"$50,000 to $99,999",florida,58,0
Joe Biden,male,White,"$100,000 to $149,999",california,19,0
Donald Trump,female,White,"Less than $49,999",kansas,33,1
Joe Biden,female,"Black, or African American","Less than $49,999",missouri,69,0
Donald Trump,male,Asian or Pacific Islander,"Less than $49,999",michigan,72,1
Donald Trump,male,White,"$150,000 to $199,999",new york,38,1
Joe Biden,female,White,"Less than $49,999",michigan,18,0
Joe Biden,female,White,"Less than $49,999",california,42,0
Donald Trump,female,Some other race,"Less than $49,999",florida,66,1
Donald Trump,male,White,"$150,000 to $199,999",texas,41,1
Donald Trump,male,White,"$150,000 to $199,999",new york,42,1
Donald Trump,female,White,"Less than $49,999",illinois,60,1
Joe Biden,female,White,"$200,000 and above",new york,57,0
Joe Biden,female,"Black, or African American","Less than $49,999",ohio,27,0
Joe Biden,female,Some other race,"$100,000 to $149,999",alabama,57,0
Donald Trump,female,White,"Less than $49,999",maryland,37,1
Joe Biden,male,White,"$150,000 to $199,999",kansas,38,0
Donald Trump,male,White,"$200,000 and above",virginia,42,1
Joe Biden,male,White,"$50,000 to $99,999",new jersey,77,0
Joe Biden,female,White,"$50,000 to $99,999",california,65,0
Joe Biden,male,White,"$200,000 and above",new york,40,0
Donald Trump,female,White,"Less than $49,999",new jersey,78,1
Joe Biden,male,White,"$150,000 to $199,999",connecticut,39,0
Donald Trump,male,White,"$150,000 to $199,999",new york,39,1
Donald Trump,female,White,"$50,000 to $99,999",tennessee,30,1
Joe Biden,male,White,"$150,000 to $199,999",california,43,0
Donald Trump,female,White,"$100,000 to $149,999",florida,67,1
Joe Biden,female,White,"$50,000 to $99,999",new jersey,83,0
Donald Trump,male,White,"Less than $49,999",california,46,1
Joe Biden,female,White,"Less than $49,999",new hampshire,30,0
Donald Trump,female,White,"$50,000 to $99,999",pennsylvania,68,1
Joe Biden,male,White,"$50,000 to $99,999",california,41,0
Donald Trump,female,White,"Less than $49,999",new york,68,1
Joe Biden,male,White,"$150,000 to $199,999",pennsylvania,68,0
Joe Biden,female,"Black, or African American","Less than $49,999",california,19,0
Joe Biden,male,White,"$150,000 to $199,999",pennsylvania,64,0
Joe Biden,female,"Black, or African American","Less than $49,999",missouri,56,0
Donald Trump,male,Some other race,"$50,000 to $99,999",new york,51,1
Joe Biden,female,White,"$50,000 to $99,999",ohio,29,0
Donald Trump,male,White,"Less than $49,999",missouri,30,1
Donald Trump,female,White,"Less than $49,999",ohio,60,1
Joe Biden,male,Some other race,"Less than $49,999",florida,30,0
Joe Biden,male,White,"$100,000 to $149,999",new york,42,0
Donald Trump,male,White,"$50,000 to $99,999",ohio,46,1
Donald Trump,male,White,"$150,000 to $199,999",massachusetts,57,1
Joe Biden,female,White,"$50,000 to $99,999",texas,46,0
Donald Trump,male,White,"$200,000 and above",illinois,39,1
Joe Biden,male,White,"$50,000 to $99,999",maryland,31,0
Joe Biden,male,"Black, or African American","Less than $49,999",florida,28,0
Donald Trump,female,White,"Less than $49,999",ohio,79,1
Donald Trump,female,White,"$50,000 to $99,999",new york,57,1
Donald Trump,male,White,"$100,000 to $149,999",michigan,36,1
Joe Biden,male,White,"$100,000 to $149,999",north carolina,68,0
Joe Biden,female,"Black, or African American","$50,000 to $99,999",new york,57,0
Joe Biden,male,"Black, or African American","Less than $49,999",georgia,25,0
Donald Trump,male,White,"$100,000 to $149,999",arizona,51,1
Joe Biden,male,"Black, or African American","$50,000 to $99,999",georgia,58,0
Donald Trump,male,White,"Less than $49,999",ohio,63,1
Joe Biden,male,"Black, or African American","$50,000 to $99,999",new york,24,0
Donald Trump,male,White,"$150,000 to $199,999",new york,43,1
Joe Biden,male,White,"$200,000 and above",alabama,73,0
Donald Trump,male,White,"Less than $49,999",georgia,54,1
Joe Biden,male,White,"$50,000 to $99,999",wisconsin,60,0
Joe Biden,male,White,"Less than $49,999",new york,63,0
Joe Biden,male,White,"$50,000 to $99,999",illinois,40,0
Joe Biden,male,White,"$150,000 to $199,999",florida,49,0
Joe Biden,male,"Black, or African American","$50,000 to $99,999",florida,21,0
Donald Trump,male,White,"Less than $49,999",missouri,60,1
Donald Trump,male,White,"$50,000 to $99,999",ohio,71,1
Joe Biden,male,White,"Less than $49,999",pennsylvania,33,0
Donald Trump,male,White,"Less than $49,999",ohio,58,1
Joe Biden,female,"Black, or African American","Less than $49,999",texas,55,0
Joe Biden,male,White,"Less than $49,999",arizona,59,0
Donald Trump,male,White,"$50,000 to $99,999",new jersey,83,1
Joe Biden,male,"Black, or African American","$100,000 to $149,999",florida,64,0
Joe Biden,male,White,"$50,000 to $99,999",michigan,48,0
Joe Biden,male,White,"$100,000 to $149,999",north carolina,45,0
Donald Trump,male,White,"$50,000 to $99,999",wisconsin,56,1
Donald Trump,male,White,"$50,000 to $99,999",florida,68,1
Donald Trump,male,White,"$50,000 to $99,999",georgia,37,1
Joe Biden,male,White,"$200,000 and above",texas,35,0
Joe Biden,female,"Black, or African American","Less than $49,999",indiana,66,0
Joe Biden,male,Some other race,"$50,000 to $99,999",wisconsin,45,0
Donald Trump,male,White,"Less than $49,999",arizona,61,1
Joe Biden,female,White,"Less than $49,999",iowa,72,0
Donald Trump,male,White,"$100,000 to $149,999",south carolina,67,1
Donald Trump,male,White,"$200,000 and above",new hampshire,55,1
Donald Trump,male,White,"$50,000 to $99,999",colorado,20,1
Donald Trump,male,White,"Less than $49,999",indiana,46,1
Joe Biden,female,White,"$200,000 and above",kentucky,64,0
Donald Trump,female,White,"$50,000 to $99,999",michigan,38,1
Donald Trump,female,Asian or Pacific Islander,"$50,000 to $99,999",new jersey,68,1
Joe Biden,male,White,"$50,000 to $99,999",california,64,0
Joe Biden,male,White,"Less than $49,999",texas,37,0
Donald Trump,male,White,"$100,000 to $149,999",new york,59,1
Joe Biden,female,White,"$50,000 to $99,999",minnesota,63,0
Joe Biden,male,White,"Less than $49,999",wisconsin,59,0
Joe Biden,female,White,"Less than $49,999",louisiana,77,0
Joe Biden,female,White,"$100,000 to $149,999",georgia,59,0
Joe Biden,male,White,"$100,000 to $149,999",illinois,50,0
Joe Biden,male,White,"Less than $49,999",wisconsin,60,0
Donald Trump,male,White,"$100,000 to $149,999",florida,64,1
Joe Biden,male,Some other race,"$50,000 to $99,999",california,23,0
Joe Biden,male,Asian or Pacific Islander,"Less than $49,999",california,43,0
Donald Trump,male,White,"$150,000 to $199,999",california,41,1
Joe Biden,female,Asian or Pacific Islander,"$50,000 to $99,999",california,57,0
Donald Trump,male,White,"Less than $49,999",illinois,67,1
Joe Biden,male,Asian or Pacific Islander,"Less than $49,999",new york,20,0
Donald Trump,male,Asian or Pacific Islander,"$100,000 to $149,999",georgia,40,1
Joe Biden,female,White,"Less than $49,999",washington,42,0
Donald Trump,male,White,"$150,000 to $199,999",california,41,1
Joe Biden,female,White,"Less than $49,999",alabama,32,0
Joe Biden,female,White,"Less than $49,999",new jersey,26,0
Joe Biden,female,"Black, or African American","Less than $49,999",ohio,63,0
Donald Trump,male,White,"$100,000 to $149,999",kentucky,71,1
Joe Biden,female,"Black, or African American","$50,000 to $99,999",new jersey,43,0
Donald Trump,male,White,"$200,000 and above",illinois,42,1
Joe Biden,female,White,"$100,000 to $149,999",new york,18,0
Donald Trump,female,White,"$50,000 to $99,999",maine,61,1
Donald Trump,female,White,"$50,000 to $99,999",oregon,24,1
Joe Biden,female,White,"Less than $49,999",tennessee,75,0
Joe Biden,female,White,"$150,000 to $199,999",virginia,29,0
Joe Biden,female,White,"$100,000 to $149,999",virginia,42,0
Donald Trump,female,White,"Less than $49,999",alabama,26,1
Donald Trump,male,White,"Less than $49,999",new jersey,79,1
Joe Biden,male,White,"$100,000 to $149,999",connecticut,65,0
Joe Biden,male,"Black, or African American","Less than $49,999",new jersey,41,0
Joe Biden,female,"Black, or African American","$50,000 to $99,999",wisconsin,72,0
Donald Trump,male,White,"$50,000 to $99,999",iowa,48,1
Donald Trump,male,White,"$100,000 to $149,999",arkansas,48,1
Donald Trump,male,White,"$200,000 and above",florida,18,1
Donald Trump,female,White,"Less than $49,999",arkansas,68,1
Joe Biden,female,"Black, or African American","$150,000 to $199,999",new jersey,47,0
Donald Trump,female,White,"$50,000 to $99,999",california,67,1
Joe Biden,male,Some other race,"Less than $49,999",georgia,18,0
Joe Biden,female,White,"Less than $49,999",california,68,0
Joe Biden,male,White,"$150,000 to $199,999",new jersey,57,0
Joe Biden,male,White,"$200,000 and above",pennsylvania,58,0
Donald Trump,female,White,"Less than $49,999",north dakota,67,1
Donald Trump,male,White,"Less than $49,999",pennsylvania,79,1
Joe Biden,female,White,"$50,000 to $99,999",georgia,48,0
Joe Biden,male,White,"$50,000 to $99,999",maryland,62,0
Joe Biden,female,White,"$50,000 to $99,999",virginia,55,0
Donald Trump,male,White,"$150,000 to $199,999",illinois,40,1
Donald Trump,female,White,"Less than $49,999",tennessee,25,1
Donald Trump,female,White,"$50,000 to $99,999",new jersey,69,1
Donald Trump,male,White,"$150,000 to $199,999",texas,38,1
Donald Trump,female,White,"Less than $49,999",virginia,68,1
Joe Biden,male,Some other race,"Less than $49,999",mississippi,29,0
Donald Trump,female,White,"Less than $49,999",texas,65,1
Donald Trump,male,White,"$50,000 to $99,999",florida,40,1
Joe Biden,male,White,"$50,000 to $99,999",virginia,76,0
Donald Trump,female,White,"$50,000 to $99,999",idaho,75,1
Donald Trump,male,White,"$100,000 to $149,999",new york,76,1
Donald Trump,female,White,"Less than $49,999",oregon,78,1
Donald Trump,female,Some other race,"Less than $49,999",virginia,82,1
Joe Biden,male,White,"$200,000 and above",massachusetts,18,0
